parent,child
representation.n.02,model.n.04
representation.n.02,shade.n.08
representation.n.02,effigy.n.01
car.n.01,bus.n.04
car.n.01,jeep.n.01
car.n.01,cab.n.03
car.n.01,limousine.n.01
car.n.01,convertible.n.01
car.n.01,ambulance.n.01
car.n.01,coupe.n.01
car.n.01,sedan.n.01
car.n.01,cruiser.n.01
motor_vehicle.n.01,car.n.01
motor_vehicle.n.01,truck.n.01
motor_vehicle.n.01,motorcycle.n.01
self-propelled_vehicle.n.01,motor_vehicle.n.01
self-propelled_vehicle.n.01,armored_vehicle.n.01
self-propelled_vehicle.n.01,tracked_vehicle.n.01
self-propelled_vehicle.n.01,recreational_vehicle.n.01
self-propelled_vehicle.n.01,tractor.n.01
self-propelled_vehicle.n.01,streetcar.n.01
self-propelled_vehicle.n.01,carrier.n.02
wheeled_vehicle.n.01,self-propelled_vehicle.n.01
wheeled_vehicle.n.01,car.n.02
wheeled_vehicle.n.01,horse-drawn_vehicle.n.01
wheeled_vehicle.n.01,trailer.n.04
wheeled_vehicle.n.01,bicycle.n.01
wheeled_vehicle.n.01,scooter.n.02
wheeled_vehicle.n.01,wagon.n.01
wheeled_vehicle.n.01,wagon.n.04
wheeled_vehicle.n.01,tricycle.n.01
wheeled_vehicle.n.01,unicycle.n.01
vehicle.n.01,wheeled_vehicle.n.01
vehicle.n.01,military_vehicle.n.01
vehicle.n.01,rocket.n.01
vehicle.n.01,craft.n.02
vehicle.n.01,sled.n.01
conveyance.n.03,vehicle.n.01
conveyance.n.03,trailer.n.03
conveyance.n.03,public_transport.n.01
conveyance.n.03,litter.n.03
car.n.02,van.n.03
car.n.02,tender.n.04
compartment.n.02,car.n.03
compartment.n.02,car.n.04
compartment.n.02,cabinet.n.03
compartment.n.02,cabin.n.01
compartment.n.02,cabin.n.03
compartment.n.02,box.n.02
compartment.n.02,box.n.09
compartment.n.02,bay.n.04
compartment.n.02,bay.n.05
compartment.n.02,cab.n.01
room.n.01,compartment.n.02
room.n.01,hall.n.03
room.n.01,boardroom.n.01
room.n.01,chamber.n.03
room.n.01,lounge.n.02
room.n.01,dinette.n.01
room.n.01,closet.n.04
room.n.01,toilet.n.01
room.n.01,bedroom.n.01
room.n.01,door.n.05
room.n.01,floor.n.10
room.n.01,bathroom.n.01
room.n.01,kitchen.n.01
room.n.01,den.n.04
room.n.01,ballroom.n.01
room.n.01,engineering.n.03
room.n.01,study.n.05
join.v.04,solder.v.01
join.v.04,knit.v.02
join.v.04,copulate.v.01
join.v.04,attach.v.03
press.n.02,magazine.n.01
press.n.02,newspaper.n.01
print_media.n.01,press.n.02
medium.n.01,print_media.n.01
medium.n.01,paper.n.04
medium.n.01,telecommunication.n.01
publication.n.01,magazine.n.01
publication.n.01,book.n.01
publication.n.01,periodical.n.01
publication.n.01,reference.n.08
publication.n.01,volume.n.04
publication.n.01,collection.n.02
work.n.02,publication.n.01
work.n.02,lacquerware.n.01
work.n.02,woodwork.n.01
product.n.02,work.n.02
product.n.02,magazine.n.02
product.n.02,book.n.02
product.n.02,book.n.11
product.n.02,newspaper.n.03
product.n.02,movie.n.01
product.n.02,job.n.04
publisher.n.01,magazine.n.03
publisher.n.01,newspaper.n.02
firm.n.01,publisher.n.01
supply_chamber.n.01,magazine.n.04
mechanical_device.n.01,supply_chamber.n.01
mechanical_device.n.01,diaphragm.n.01
mechanical_device.n.01,striker.n.05
mechanical_device.n.01,machine.n.04
mechanical_device.n.01,swing.n.02
mechanical_device.n.01,ride.n.02
mechanical_device.n.01,coupling.n.02
mechanism.n.05,mechanical_device.n.01
mechanism.n.05,rotating_mechanism.n.01
mechanism.n.05,control.n.09
mechanism.n.05,lock.n.03
mechanism.n.05,carriage.n.04
storehouse.n.01,magazine.n.05
storehouse.n.01,granary.n.01
depository.n.01,storehouse.n.01
depository.n.01,bank.n.09
facility.n.01,depository.n.01
facility.n.01,range.n.05
facility.n.01,utility.n.06
facility.n.01,military_installation.n.01
book.n.01,textbook.n.01
book.n.01,reference_book.n.01
book.n.01,booklet.n.01
book.n.02,novel.n.02
book.n.02,journal.n.04
book.n.02,notebook.n.01
book.n.02,paperback_book.n.01
schedule.v.01,book.v.01
schedule.v.01,time.v.02
plan.v.02,schedule.v.01
plan.v.02,schedule.v.02
plan.v.02,frame.v.05
register.v.01,book.v.04
register.v.01,file.v.01
novel.n.01,novelette.n.01
fiction.n.01,novel.n.01
fiction.n.01,story.n.02
literary_composition.n.01,fiction.n.01
literary_composition.n.01,poem.n.01
periodical.n.01,journal.n.02
periodical.n.01,digest.n.01
periodical.n.01,review.n.06
periodical.n.01,organ.n.04
axle.n.01,journal.n.05
shaft.n.03,axle.n.01
determiner.n.02,article.n.04
function_word.n.01,determiner.n.02
function_word.n.01,pronoun.n.01
function_word.n.01,preposition.n.01
word.n.01,function_word.n.01
word.n.01,content_word.n.01
word.n.01,substantive.n.01
word.n.01,head.n.09
word.n.01,primitive.n.03
oblige.v.02,article.v.01
relate.v.05,oblige.v.02
relate.v.05,disrespect.v.01
letter.n.01,personal_letter.n.01
document.n.02,letter.n.01
text.n.01,letter.n.01
text.n.01,line.n.05
text.n.01,lyric.n.01
matter.n.06,text.n.01
matter.n.06,addendum.n.01
letter.n.02,consonant.n.02
letter.n.02,shin.n.03
letter.n.02,sin.n.05
letter.n.02,nun.n.03
letter.n.02,delta.n.03
letter.n.02,beth.n.01
character.n.08,letter.n.02
character.n.08,dagger.n.02
character.n.08,type.n.04
owner.n.01,letter.n.03
businessman.n.01,owner.n.01
businessman.n.01,suit.n.03
businessperson.n.01,businessman.n.01
businessperson.n.01,accountant.n.01
businessperson.n.01,merchant.n.01
businessperson.n.01,supplier.n.01
capitalist.n.02,businessperson.n.01
capitalist.n.02,investor.n.01
capitalist.n.02,financier.n.01
literal_interpretation.n.01,letter.n.04
interpretation.n.03,literal_interpretation.n.01
explanation.n.01,interpretation.n.03
explanation.n.01,reason.n.02
statement.n.01,explanation.n.01
statement.n.01,comment.n.02
statement.n.01,proposition.n.01
statement.n.01,announcement.n.02
statement.n.01,pleading.n.01
statement.n.01,falsehood.n.01
statement.n.01,mathematical_statement.n.01
statement.n.01,prediction.n.02
message.n.02,statement.n.01
message.n.02,information.n.01
message.n.02,promotion.n.01
message.n.02,wit.n.01
message.n.02,subject.n.01
message.n.02,meaning.n.01
message.n.02,approval.n.04
message.n.02,body.n.08
message.n.02,acknowledgment.n.03
message.n.02,disapproval.n.02
message.n.02,disrespect.n.01
message.n.02,opinion.n.02
message.n.02,proposal.n.01
award.n.02,letter.n.05
award.n.02,trophy.n.02
earn.v.02,letter.v.01
get.v.01,earn.v.02
get.v.01,capture.v.06
get.v.01,profit.v.01
get.v.01,obtain.v.01
print.v.04,letter.v.02
write.v.07,print.v.04
write.v.07,letter.v.03
write.v.07,cross.v.07
trace.v.02,write.v.07
mark.v.05,trace.v.02
mark.v.05,flag.v.02
mark.v.05,spot.v.06
dramatic_composition.n.01,play.n.01
dramatic_composition.n.01,script.n.01
show.n.03,play.n.02
show.n.03,movie.n.01
show.n.03,attraction.n.02
show.n.03,performance.n.01
show.n.03,stage_dancing.n.01
play.n.03,football_play.n.01
plan_of_action.n.01,play.n.03
plan_of_action.n.01,scheme.n.01
plan.n.01,plan_of_action.n.01
action.n.02,play.n.05
action.n.02,operation.n.01
action.n.02,swing.n.01
use.n.01,play.n.06
play.n.08,house.n.07
play.n.08,doctor.n.03
play.n.08,fireman.n.01
diversion.n.01,play.n.08
diversion.n.01,play.n.14
diversion.n.01,entertainment.n.01
diversion.n.01,antic.n.01
diversion.n.01,sport.n.01
diversion.n.01,gambling.n.01
diversion.n.01,dancing.n.01
diversion.n.01,game.n.03
play.n.14,game.n.11
play.n.17,fencing.n.03
play.v.01,gamble.v.02
play.v.01,bowl.v.03
play.v.01,golf.v.01
play.v.01,croquet.v.02
play.v.01,cricket.v.01
play.v.01,field.v.02
play.v.01,exit.v.02
play.v.01,walk.v.05
compete.v.01,play.v.01
compete.v.01,race.v.02
play.v.03,bow.v.05
play.v.03,swing.v.12
perform.v.03,play.v.03
perform.v.03,play.v.14
perform.v.03,solo.v.02
re-create.v.01,perform.v.03
re-create.v.01,play.v.06
re-create.v.01,represent.v.09
re-create.v.01,model.v.05
re-create.v.01,regenerate.v.01
act.v.08,play.v.05
play.v.06,rag.v.03
play.v.06,tongue.v.01
play.v.06,fiddle.v.04
play.v.06,bugle.v.01
play.v.06,jazz.v.01
play.v.07,pipe.v.03
play.v.07,drum.v.02
play.v.07,trumpet.v.02
play.v.07,harp.v.02
play.v.07,fiddle.v.03
sound.v.06,play.v.07
sound.v.06,pop.v.05
sound.v.06,ring.v.03
gamble.v.02,play.v.10
gamble.v.02,bet.v.02
simulate.v.03,play.v.12
dissemble.v.03,simulate.v.03
sound.v.03,play.v.13
play.v.15,pitch.v.11
deploy.v.01,play.v.15
act.v.02,play.v.16
act.v.02,act_involuntarily.v.01
act.v.02,sauce.v.01
act.v.02,joke.v.02
exploit.v.01,play.v.20
use.v.01,exploit.v.01
use.v.01,play.v.32
use.v.01,play.v.33
use.v.01,exploit.v.02
use.v.01,work.v.12
use.v.01,share.v.02
discharge.v.02,play.v.28
discharge.v.02,scatter.v.03
discharge.v.02,squirt.v.01
spread.v.01,discharge.v.02
spread.v.01,diffuse.v.01
bet.v.02,play.v.29
hit.v.01,play.v.31
hit.v.01,pitch.v.10
hit.v.01,toe.v.03
hit.v.01,toe.v.04
hit.v.01,cannon.v.01
hit.v.01,kill.v.07
hit.v.01,kill.v.08
hit.v.01,shoot.v.08
hit.v.01,hole.v.01
hit.v.01,ground.v.08
hit.v.01,ground.v.09
hit.v.01,croquet.v.01
hit.v.01,shell.v.04
hit.v.01,pop.v.02
hit.v.01,top.v.07
hit.v.01,fly.v.13
propel.v.01,hit.v.01
propel.v.01,throw.v.01
propel.v.01,rocket.v.02
propel.v.01,catapult.v.01
propel.v.01,launch.v.02
exhaust.v.01,play.v.35
exhaust.v.01,kill.v.13
tire.v.02,exhaust.v.01
indispose.v.03,tire.v.02
indispose.v.03,hurt.v.02
reference_book.n.01,encyclopedia.n.01
reference_book.n.01,handbook.n.01
reference_book.n.01,wordbook.n.01
reference_book.n.01,annual.n.02
reference_book.n.01,cookbook.n.01
essay.n.01,composition.n.08
attempt.n.01,essay.n.02
attempt.n.01,shot.n.15
poem.n.01,ballad.n.02
poem.n.01,lyric.n.02
poem.n.01,epic_poem.n.01
leaf.n.01,leaflet.n.02
leaf.n.01,blade.n.01
leaf.n.01,pad.n.02
leaf.n.01,floral_leaf.n.01
plant_organ.n.01,leaf.n.01
plant_organ.n.01,reproductive_structure.n.01
plant_organ.n.01,cup.n.05
plant_organ.n.01,stalk.n.02
plant_organ.n.01,sprout.n.01
plant_organ.n.01,root.n.01
plant_organ.n.01,gill.n.03
plant_part.n.01,plant_organ.n.01
plant_part.n.01,stump.n.01
plant_part.n.01,cap.n.05
sign.n.02,poster.n.01
report.n.03,bulletin.n.01
news.n.02,report.n.03
information.n.01,news.n.02
information.n.01,fact.n.02
information.n.01,news.n.01
information.n.01,news.n.04
information.n.01,database.n.01
information.n.01,secret.n.01
publicize.v.01,bulletin.v.01
publicize.v.01,air.v.03
tell.v.02,publicize.v.01
tell.v.02,impart.v.01
tell.v.02,unwrap.v.02
tell.v.02,repeat.v.01
tell.v.02,bespeak.v.01
inform.v.01,tell.v.02
inform.v.01,report.v.01
inform.v.01,announce.v.01
inform.v.01,report.v.04
inform.v.01,report.v.05
inform.v.01,tell.v.03
inform.v.01,testify.v.02
inform.v.01,indicate.v.02
inform.v.01,teach.v.01
inform.v.01,explain.v.01
sacred_text.n.01,bible.n.01
sacred_text.n.01,prayer.n.04
handbook.n.01,bible.n.02
handbook.n.01,manual.n.01
wordbook.n.01,dictionary.n.01
wordbook.n.01,vocabulary.n.01
personal_letter.n.01,note.n.02
musical_notation.n.01,note.n.03
musical_notation.n.01,interval.n.04
musical_notation.n.01,flat.n.03
musical_notation.n.01,measure.n.07
musical_notation.n.01,slur.n.01
tone.n.01,note.n.04
manner_of_speaking.n.01,tone.n.01
manner_of_speaking.n.01,tongue.n.04
air.n.03,note.n.05
comment.n.02,note.n.07
debt_instrument.n.01,note.n.09
document.n.03,debt_instrument.n.01
document.n.03,record.n.07
note.v.01,comment.v.01
state.v.01,note.v.01
state.v.01,declare.v.01
state.v.01,answer.v.01
state.v.01,give.v.04
express.v.02,state.v.01
express.v.02,represent.v.05
express.v.02,voice.v.01
write_down.v.01,note.v.04
write.v.02,write_down.v.01
write.v.02,sign.v.01
write.v.02,type.v.01
write.v.02,write_out.v.02
biography.n.01,autobiography.n.01
history.n.02,biography.n.01
digest.v.01,stomach.v.01
grok.v.01,digest.v.02
understand.v.01,grok.v.01
permit.v.01,digest.v.03
permit.v.01,authorize.v.01
accept.v.03,permit.v.01
react.v.01,accept.v.03
react.v.01,notice.v.04
react.v.01,stool.v.02
react.v.01,refuse.v.01
systematize.v.01,digest.v.05
order.v.05,systematize.v.01
disintegrate.v.01,digest.v.06
disintegrate.v.01,run.v.41
abridge.v.01,digest.v.07
decrease.v.02,abridge.v.01
decrease.v.02,limit.v.02
decrease.v.02,shrink.v.03
decrease.v.02,reduce.v.01
decompose.v.01,digest.v.08
separate.v.05,decompose.v.01
separate.v.05,wash.v.07
separate.v.05,extract.v.05
separate.v.05,sift.v.02
ad.n.01,circular.n.01
promotion.n.01,ad.n.01
past.n.01,history.n.01
humanistic_discipline.n.01,history.n.03
humanistic_discipline.n.01,literary_study.n.01
humanistic_discipline.n.01,performing_arts.n.01
humanistic_discipline.n.01,english.n.03
humanistic_discipline.n.01,philosophy.n.02
humanistic_discipline.n.01,fine_arts.n.01
discipline.n.01,humanistic_discipline.n.01
discipline.n.01,major.n.04
discipline.n.01,engineering.n.02
discipline.n.01,science.n.01
discipline.n.01,architecture.n.02
knowledge_domain.n.01,discipline.n.01
continuum.n.01,history.n.04
document.n.01,report.n.01
document.n.01,legal_document.n.01
document.n.01,commercial_document.n.01
informing.n.02,report.n.02
informing.n.02,telling.n.02
noise.n.01,report.n.04
noise.n.01,thunder.n.02
noise.n.01,rattle.n.01
noise.n.01,bark.n.02
sound.n.04,noise.n.01
sound.n.04,voice.n.03
sound.n.04,cry.n.05
sound.n.04,drum.n.02
sound.n.04,pop.n.03
sound.n.04,song.n.02
sound.n.04,chorus.n.01
sound.n.04,whistle.n.01
sound.n.04,tick.n.01
sound.n.04,pat.n.01
sound.n.04,ring.n.06
happening.n.01,sound.n.04
happening.n.01,case.n.01
happening.n.01,experience.n.03
happening.n.01,episode.n.01
happening.n.01,beginning.n.01
happening.n.01,change.n.01
happening.n.01,ending.n.04
happening.n.01,trouble.n.03
happening.n.01,fire.n.01
happening.n.01,movement.n.03
happening.n.01,failure.n.02
happening.n.01,discharge.n.01
happening.n.01,flash.n.01
happening.n.01,avalanche.n.02
happening.n.01,interruption.n.02
happening.n.01,accompaniment.n.01
happening.n.01,periodic_event.n.01
happening.n.01,contact.n.04
happening.n.01,success.n.01
announce.v.01,report.v.02
announce.v.01,report.v.03
complain.v.01,report.v.06
premise.n.01,thesis.n.01
postulate.n.01,premise.n.01
proposition.n.01,postulate.n.01
manuscript.n.02,scroll.n.02
autograph.n.01,manuscript.n.02
clue.n.02,sign.n.01
gesture.n.02,sign.n.09
gesture.n.02,bow.n.06
visual_communication.n.01,gesture.n.02
visual_communication.n.01,artwork.n.01
validate.v.01,sign.v.02
authorize.v.01,validate.v.01
authorize.v.01,approve.v.01
contract.v.01,sign.v.03
promise.v.01,contract.v.01
declare.v.01,promise.v.01
declare.v.01,proclaim.v.02
declare.v.01,decree.v.01
hire.v.01,sign.v.04
hire.v.01,rat.v.02
hire.v.01,ship.v.02
sign.v.05,flag.v.01
sign.v.05,whistle.v.06
signboard.n.01,billboard.n.01
signboard.n.01,shingle.n.03
hedonist.n.01,playboy.n.01
sensualist.n.01,hedonist.n.01
meaning.n.02,reference.n.06
meaning.n.02,reference.n.10
write.v.01,reference.v.01
write.v.01,script.v.01
write.v.01,paragraph.v.02
write.v.01,paragraph.v.03
write.v.01,author.v.01
write.v.01,lyric.v.01
create_verbally.v.01,write.v.01
positive_identification.n.01,card.n.02
identification.n.02,positive_identification.n.01
card.n.03,postcard.n.01
correspondence.n.01,card.n.03
first_class.n.02,correspondence.n.01
mail.n.01,first_class.n.02
message.n.01,mail.n.01
message.n.01,telegram.n.01
cardboard.n.01,card.n.04
packing_material.n.01,cardboard.n.01
record.n.05,card.n.08
fact.n.02,record.n.05
see.v.10,card.v.02
verify.v.01,see.v.10
verify.v.01,check.v.06
verify.v.01,check.v.22
confirm.v.01,verify.v.01
confirm.v.01,document.v.02
confirm.v.01,back.v.09
story.n.02,mystery.n.02
tune.n.01,theme.n.03
tune.n.01,part.n.11
perplexity.n.01,mystery.n.01
confusion.n.02,perplexity.n.01
cognitive_state.n.01,confusion.n.02
psychological_state.n.01,cognitive_state.n.01
psychological_state.n.01,elation.n.01
psychological_state.n.01,depression.n.01
psychological_state.n.01,dissociation.n.02
psychological_state.n.01,fugue.n.02
psychological_state.n.01,mental_illness.n.01
condition.n.01,psychological_state.n.01
condition.n.01,physical_condition.n.01
condition.n.01,hopefulness.n.01
condition.n.01,homelessness.n.01
condition.n.01,sanitary_condition.n.01
condition.n.01,difficulty.n.03
condition.n.01,wetness.n.01
condition.n.01,dryness.n.01
condition.n.01,innocence.n.03
condition.n.01,environmental_condition.n.01
condition.n.01,impurity.n.02
condition.n.01,light.n.06
condition.n.01,situation.n.02
condition.n.01,dominance.n.02
condition.n.01,susceptibility.n.01
condition.n.01,repair.n.02
condition.n.01,atmosphere.n.01
wit.n.01,cartoon.n.01
short_subject.n.01,cartoon.n.02
movie.n.01,short_subject.n.01
movie.n.01,feature.n.03
draw.v.06,cartoon.v.01
draw.v.06,pencil.v.01
draw.v.06,chalk.v.01
draw.v.06,charcoal.v.01
draw.v.06,shade.v.02
draw.v.06,check.v.16
represent.v.09,draw.v.06
represent.v.09,picture.v.02
represent.v.09,model.v.06
represent.v.09,paint.v.03
description.n.02,label.n.01
trade_name.n.01,label.n.02
radioisotope.n.01,label.n.03
isotope.n.01,radioisotope.n.01
atom.n.01,isotope.n.01
marker.n.02,label.n.04
marker.n.02,spot.n.11
designate.v.01,label.v.01
distinguish.v.01,label.v.04
distinguish.v.01,label.v.05
distinguish.v.01,discriminate.v.02
identify.v.01,distinguish.v.01
determine.v.03,identify.v.01
determine.v.03,date.v.03
literary_study.n.01,literature.n.02
literary_study.n.01,classics.n.01
profession.n.02,literature.n.04
profession.n.02,education.n.04
profession.n.02,learned_profession.n.01
profession.n.02,architecture.n.03
occupation.n.01,profession.n.02
occupation.n.01,position.n.06
occupation.n.01,employment.n.02
occupation.n.01,trade.n.02
occupation.n.01,game.n.10
sensing.n.02,look.n.02
sensing.n.02,listening.n.01
sensory_activity.n.01,sensing.n.02
appearance.n.01,look.n.03
appearance.n.01,face.n.03
appearance.n.01,blemish.n.01
appearance.n.01,decorativeness.n.01
appearance.n.01,impression.n.02
look.v.01,eye.v.01
look.v.02,rise.v.04
look.v.02,feel.v.07
be.v.01,look.v.02
be.v.01,look.v.03
be.v.01,range.v.01
be.v.01,object.v.02
be.v.01,relate.v.04
be.v.01,rest.v.01
be.v.01,stand.v.02
be.v.01,stand.v.03
be.v.01,stay.v.01
be.v.01,continue.v.10
be.v.01,measure.v.03
be.v.01,head.v.04
be.v.01,stick.v.04
be.v.01,kill.v.04
be.v.01,balance.v.04
be.v.01,work.v.14
be.v.01,hail.v.02
be.v.01,wind.v.02
be.v.01,suit.v.02
be.v.01,swing.v.10
be.v.01,go.v.10
be.v.01,compare.v.02
be.v.01,run.v.05
be.v.01,hum.v.02
be.v.01,swim.v.03
be.v.01,swim.v.04
convey.v.01,look.v.07
convey.v.01,mean.v.01
convey.v.01,express.v.01
impart.v.01,convey.v.01
notebook.n.02,planner.n.02
portable_computer.n.01,notebook.n.02
personal_computer.n.01,portable_computer.n.01
digital_computer.n.01,personal_computer.n.01
computer.n.01,digital_computer.n.01
machine.n.01,computer.n.01
machine.n.01,machine_tool.n.01
machine.n.01,calculator.n.02
machine.n.01,power_tool.n.01
machine.n.01,motor.n.01
machine.n.01,stapler.n.01
machine.n.01,machinery.n.01
machine.n.01,textile_machine.n.01
machine.n.01,power_shovel.n.01
expanse.n.03,sheet.n.01
sheet.n.02,slip.n.10
bed_linen.n.01,sheet.n.03
linen.n.03,bed_linen.n.01
linen.n.03,table_linen.n.01
white_goods.n.02,linen.n.03
drygoods.n.01,white_goods.n.02
sheet.n.06,plate.n.02
sheet.n.06,plate.n.11
sheet.n.06,board.n.03
sheet.n.06,panel.n.01
sheet.n.06,blackboard.n.01
line.n.18,sheet.n.07
line.n.18,cord.n.01
line.n.18,rope.n.01
line.n.18,painter.n.03
pour.v.06,sheet.v.01
rain.v.01,pour.v.06
rain.v.01,drizzle.v.01
precipitate.v.03,rain.v.01
precipitate.v.03,snow.v.01
precipitate.v.03,hail.v.05
precipitate.v.03,sleet.v.01
case.n.01,time.n.01
experience.n.03,time.n.06
adjust.v.01,time.v.04
adjust.v.01,time.v.05
adjust.v.01,plumb.v.04
adjust.v.01,match.v.05
classify.v.01,catalogue.v.01
categorize.v.01,classify.v.01
compose.v.04,catalogue.v.02
make.v.15,compose.v.04
make.v.15,fashion.v.01
make.v.15,manufacture.v.01
episode.n.01,drama.n.02
emotionality.n.01,drama.n.04
emotionality.n.01,heat.n.04
emotionality.n.01,mawkishness.n.02
trait.n.01,emotionality.n.01
trait.n.01,character.n.03
trait.n.01,nature.n.04
trait.n.01,resoluteness.n.01
trait.n.01,unemotionality.n.02
trait.n.01,trustworthiness.n.01
means.n.03,pocketbook.n.01
capital.n.02,means.n.03
paperback_book.n.01,pocketbook.n.03
creation.n.01,pornography.n.01
creation.n.01,creating_by_mental_acts.n.01
creation.n.01,art.n.02
annual.n.02,almanac.n.01
annual.n.02,almanac.n.02
composition.n.03,soup.n.02
announcement.n.02,handout.n.01
announcement.n.02,notice.n.01
announcement.n.02,program.n.05
charity.n.03,handout.n.02
giving.n.01,charity.n.03
sharing.n.04,giving.n.01
distribution.n.03,sharing.n.04
film.n.03,microfilm.n.01
photographic_paper.n.01,film.n.03
photographic_equipment.n.01,photographic_paper.n.01
film.v.02,microfilm.v.01
sound.n.02,music.n.02
sound.n.02,music.n.04
sound.n.02,tone.n.07
sensation.n.01,sound.n.02
sensation.n.01,taste.n.01
perception.n.03,sensation.n.01
perception.n.03,somesthesia.n.01
perception.n.03,auditory_perception.n.01
basic_cognitive_process.n.01,perception.n.03
basic_cognitive_process.n.01,attention.n.01
basic_cognitive_process.n.01,representational_process.n.01
basic_cognitive_process.n.01,learning.n.01
basic_cognitive_process.n.01,discrimination.n.02
basic_cognitive_process.n.01,memory.n.02
basic_cognitive_process.n.01,classification.n.03
process.n.02,basic_cognitive_process.n.01
process.n.02,higher_cognitive_process.n.01
music.n.03,vocal_music.n.02
music.n.03,percussion.n.01
punishment.n.01,music.n.05
punishment.n.01,stick.n.09
punishment.n.01,corporal_punishment.n.01
social_control.n.01,punishment.n.01
social_control.n.01,government.n.02
social_control.n.01,discrimination.n.01
social_control.n.01,duty.n.01
social_control.n.01,management.n.01
notice.n.02,mind.n.05
attention.n.01,notice.n.02
attention.n.01,notice.n.06
attention.n.01,ear.n.04
attention.n.01,eye.n.03
telling.n.02,notice.n.04
review.n.02,notice.n.07
criticism.n.03,review.n.02
system.n.04,program.n.02
system.n.04,frame_of_reference.n.02
system.n.04,government.n.03
method.n.01,system.n.04
know-how.n.01,method.n.01
know-how.n.01,wisdom.n.03
ability.n.02,know-how.n.01
ability.n.02,creativity.n.01
ability.n.02,intelligence.n.01
ability.n.02,faculty.n.01
ability.n.02,skill.n.02
ability.n.02,hand.n.04
ability.n.02,superior_skill.n.01
program.n.07,utility_program.n.01
program.n.07,application.n.04
program.n.07,spider.n.02
program.n.07,malevolent_program.n.01
software.n.01,program.n.07
code.n.03,software.n.01
coding_system.n.01,code.n.03
program.n.08,bill.n.04
performance.n.02,program.n.08
performance.n.02,musical_performance.n.01
presentation.n.02,performance.n.02
show.n.01,presentation.n.02
entertainment.n.01,show.n.01
schedule.v.02,program.v.01
create_by_mental_act.v.01,program.v.02
create_by_mental_act.v.01,design.v.04
create_by_mental_act.v.01,plan.v.03
accounting.n.04,review.n.04
register.n.03,accounting.n.04
record.n.07,register.n.03
proceeding.n.01,review.n.08
proceeding.n.01,hearing.n.01
due_process.n.01,proceeding.n.01
exercise.n.03,review.n.09
training.n.01,exercise.n.03
training.n.01,drill.n.04
analyze.v.01,review.v.01
analyze.v.01,sieve.v.02
analyze.v.01,investigate.v.01
analyze.v.01,diagnose.v.01
analyze.v.01,check.v.01
evaluate.v.02,review.v.02
evaluate.v.02,disapprove.v.02
evaluate.v.02,stand.v.06
evaluate.v.02,reject.v.01
evaluate.v.02,measure.v.04
evaluate.v.02,accept.v.01
evaluate.v.02,think.v.01
inspect.v.01,review.v.03
examine.v.02,inspect.v.01
examine.v.02,scan.v.01
examine.v.02,search.v.04
examine.v.02,check.v.02
remember.v.01,review.v.04
remember.v.03,review.v.05
script.n.03,alphabet.n.01
orthography.n.01,script.n.03
system.n.06,tract.n.02
system.n.06,muscular_structure.n.01
treatise.n.01,tract.n.03
attraction.n.02,travelogue.n.01
commissioned_military_officer.n.01,lieutenant.n.01
commissioned_military_officer.n.01,general_officer.n.01
commissioned_military_officer.n.01,captain.n.01
commissioned_military_officer.n.01,colonel.n.01
commissioned_military_officer.n.01,major.n.01
commissioned_military_officer.n.01,marshal.n.02
commissioned_officer.n.01,commissioned_military_officer.n.01
commissioned_officer.n.01,commissioned_naval_officer.n.01
military_officer.n.01,commissioned_officer.n.01
military_officer.n.01,noncommissioned_officer.n.01
serviceman.n.01,military_officer.n.01
serviceman.n.01,enlisted_person.n.01
skilled_worker.n.01,serviceman.n.01
skilled_worker.n.01,aviator.n.01
skilled_worker.n.01,sailor.n.01
skilled_worker.n.01,official.n.01
skilled_worker.n.01,cook.n.01
skilled_worker.n.01,craftsman.n.03
skilled_worker.n.01,electrician.n.01
skilled_worker.n.01,baker.n.02
skilled_worker.n.01,butcher.n.03
skilled_worker.n.01,painter.n.02
skilled_worker.n.01,technician.n.01
skilled_worker.n.01,editor.n.01
skilled_worker.n.01,draftsman.n.01
skilled_worker.n.01,smith.n.10
skilled_worker.n.01,mortician.n.01
skilled_worker.n.01,cutter.n.03
skilled_worker.n.01,fisherman.n.01
skilled_worker.n.01,smith.n.09
lawman.n.01,lieutenant.n.02
lawman.n.01,policeman.n.01
lawman.n.01,marshal.n.01
lawman.n.01,sheriff.n.01
lawman.n.01,deputy.n.01
defender.n.01,lawman.n.01
defender.n.01,fireman.n.04
defender.n.01,custodian.n.01
preserver.n.03,defender.n.01
commissioned_naval_officer.n.01,lieutenant.n.04
commissioned_naval_officer.n.01,captain.n.02
commissioned_naval_officer.n.01,flag_officer.n.01
commissioned_naval_officer.n.01,commander.n.03
commissioned_naval_officer.n.01,ensign.n.01
commissioned_naval_officer.n.01,commodore.n.01
general_officer.n.01,general.n.01
head.n.04,general.n.02
head.n.04,administrator.n.01
head.n.04,secretary.n.01
head.n.04,administrator.n.03
head.n.04,don.n.03
command.v.01,general.v.01
command.v.01,officer.v.01
dominate.v.03,command.v.01
noncommissioned_officer.n.01,sergeant.n.01
noncommissioned_officer.n.01,corporal.n.01
enlisted_man.n.01,private.n.01
enlisted_person.n.01,enlisted_man.n.01
enlisted_person.n.01,soldier.n.01
policeman.n.01,captain.n.03
policeman.n.01,bull.n.05
policeman.n.01,detective.n.01
pilot.n.01,captain.n.06
aviator.n.01,pilot.n.01
dining-room_attendant.n.01,captain.n.07
